DATE,Invoice No,Customer Name,Balance,DAYS,Salesman Name
30/12/2025,15002346,ASHTEL SPARES LLC ( EASY STORE SALALAH BRANCH),110.25,69,MANSEER
08/01/2026,15002520,ASHTEL SPARES LLC ( EASY STORE SALALAH BRANCH),118.65,60,MANSEER
19/01/2026,15002618,ASHTEL SPARES LLC ( EASY STORE SALALAH BRANCH),86.1,49,MANSEER
08/12/2025,15002069,HABEEBI MOBILES,97.15,91,MANSEER
16/11/2025,15001805,MALAMEH ALSUWAIQ ALASRIA TRAD,37.395,113,MANSEER
12/01/2026,15002570,MANAR AL HUDA,188.16,56,MANSEER
19/01/2026,15002610,MANAR AL HUDA,266.595,49,MANSEER
11/01/2026,15002552,MUSCAT HOUSE GOLDEN PROJECTS (POWER PHONE),111.72,57,MANSEER
19/01/2026,15002608,MUSCAT HOUSE GOLDEN PROJECTS (POWER PHONE),15.75,49,MANSEER
03/02/2026,15002909,MUSCAT HOUSE GOLDEN PROJECTS (POWER PHONE),35.595,34,MANSEER
09/02/2026,15002974,NOOR BARKA INTERNATIONAL LLC,50.295,28,MANSEER
21/01/2026,15002657,QASR AL AYTHAR LLTJART ,183.33,47,MANSEER
19/01/2026,15002605,RAWAYA AL HADITHA,105.525,49,MANSEER
25/01/2026,15002750,SALEH SAEED IBRAHIM AL BALUSHI,260.925,43,MANSEER
08/01/2026,15002522,SAMA AL MULADAA -BR2,156.555,60,MANSEER
11/01/2026,15002558,SAMA AL MULADAA -BR2,76.965,57,MANSEER
19/01/2026,15002596,SAMA AL MULADHA AL SHAMILA,27.825,49,MANSEER
19/01/2026,15002604,SAMA AL MULADHA AL SHAMILA,76.23,49,MANSEER
21/01/2026,15002686,SAMA AL MULADHA AL SHAMILA,82.74,47,MANSEER
25/01/2026,15002741,SAMA AL MULADHA AL SHAMILA,34.65,43,MANSEER
30/12/2025,15002356,THE PATH OF DISTINGUISHED CIVILISATION (MARZABAN),255.78,69,MANSEER
21/01/2026,15002692,THE PATH OF DISTINGUISHED CIVILISATION (MARZABAN),116.55,47,MANSEER
27/01/2026,15002811,VTECH ARABIA TRADING LLC,524.055,41,MANSEER
28/01/2026,15002818,VTECH ARABIA TRADING LLC,149.94,40,MANSEER
08/02/2026,15002960,VTECH ARABIA TRADING LLC,27.3,29,MANSEER
